"","UserID","Gender","Casino_max_stakes","Casino_mean_bets","Casino_mean_Stakes","Casino_mean_Winnings","Casino_Recency_bet","Continent"
"466",1330015,0,465,27.62,89,86.75,0,"Asia"
"467",1330025,1,33,9,33,16,0,"Europe"
"468",1330027,1,97.5,64,97.5,67.9,100,"Europe"
"469",1330036,1,1691,66,581.67,508.33,0,"Europe"
"470",1330038,1,728.75,212,728.75,709.75,0,"Europe"
"471",1330042,1,9,36,9,2,0,"Europe"
"472",1330052,1,614,72.8,216.9,207.9,0,"Europe"
"473",1330054,1,5,1,5,0,0,"Europe"
"474",1330061,1,1,4,1,0.25,0,"Europe"
"475",1330063,1,8798.5,226.5,4514.56,4397.98,0,"Europe"
"476",1330073,1,800,18,357.5,332.5,0,"Europe"
"477",1330087,1,245.05,4.25,109.94,97.75,0,"Europe"
"478",1330112,1,89,91,89,91.5,0,"Europe"
"479",1330116,1,156,59.25,68.75,43.25,0,"Europe"
"480",1330118,1,110,70,110,97.5,0,"Europe"
"481",1330133,1,404,85.27,146.45,135.55,0,"Europe"
"482",1330135,1,30,24,30,21.5,0,"Europe"
"483",1330168,1,27683,81.65,5155.88,5005.32,0,"Europe"
"484",1330169,0,479.5,38.88,122.58,118.5,0,"Europe"
"485",1330177,1,368.25,100.3,122.72,107.95,0,"Asia"
"486",1330194,1,607.5,4.25,215.12,180.88,0,"Europe"
"487",1330208,1,461,28,461,361,0,"Europe"
"488",1330213,1,395,61.88,90.03,85.97,0,"Europe"
"489",1330220,1,1501,131.67,566.67,591.17,0,"Europe"
"490",1330221,1,203,48,203,213,0,"Europe"
"491",1330231,1,2341.25,68,1635.56,1410.31,96,"Europe"
"492",1330241,1,2419,58.75,1619.5,1569.04,9,"Europe"
"493",1330249,1,3,8,2,1,0,"Europe"
"494",1330256,1,1267,152.67,1017.5,885.67,160,"Europe"
"495",1330272,1,630.5,40,194.83,180.78,0,"Asia"
"496",1330273,1,3714,385.62,1123.14,1094.77,0,"Europe"
"497",1330274,1,1210,129,1210,1145,0,"Europe"
"498",1330283,1,656.15,68.96,220.51,184.09,158,"Europe"
"499",1330317,1,101.5,22.5,58.25,54.5,0,"Asia"
"500",1330327,1,15,15,15,12,0,"Asia"
"501",1330329,1,37,20,37,32,0,"Europe"
"502",1330348,1,292.1,186.5,103.46,87.13,0,"Europe"
"503",1330351,1,718.5,148,260.44,252.83,0,"Europe"
"504",1330357,1,3733.35,261.56,870.92,831.88,2,"Europe"
"505",1330362,1,1,1,1,0,0,"Asia"
"506",1330367,1,88,25,88,55,78,"Europe"
"507",1330378,1,559,2.09,151.09,139.73,0,"Europe"
"508",1330379,1,4986,55.93,1070.53,1009.32,5,"Europe"
"509",1330384,0,5263.5,79.25,1391.44,1338.38,0,"Europe"
"510",1330415,1,106.96,97.33,62.54,54.92,0,"Europe"
"511",1330426,1,3315,141,3315,2617.5,0,"Europe"
"512",1330427,1,255,4,130.5,137,237,"Europe"
"513",1330429,1,129.93,134.93,37.93,38.17,0,"Asia"
"514",1330434,1,25,21,25,18.5,0,"Asia"
"515",1330440,1,713.75,3,713.75,582,0,"Europe"
"516",1330460,1,4901.63,369.74,2105.62,1921.95,41,"Europe"
"517",1330535,1,32.5,79,32.5,29.5,0,"Europe"
"518",1330540,0,670,40.25,216.12,203.62,0,"Europe"
"519",1330544,1,832.2,76.71,296.65,257.59,19,"Europe"
"520",1330557,1,892.5,125.52,155.74,156.02,0,"Asia"
"521",1330559,1,1350.76,90,1350.76,1250.76,0,"Asia"
"522",1330569,1,148,5.62,52.62,52.44,0,"Europe"
"523",1330571,1,84156.5,148.1,9114.82,8865.87,6,"Europe"
"524",1330575,1,1074,33,287.38,281.24,31,"Europe"
"525",1330581,1,69,25.9,30.45,27.06,0,"Europe"
"526",1330598,1,29.5,30,29.5,27,0,"Europe"
"527",1330610,1,1838.35,15.29,391.84,385.66,0,"Europe"
"528",1330630,1,12,48,12,7,0,"Europe"
"529",1330634,1,394,26.2,131.2,122,0,"Europe"
"530",1330649,1,525.25,242.43,246.25,244.39,0,"Europe"
"531",1330663,1,576.02,8.08,133.36,124.85,53,"Europe"
"532",1330670,1,2655.5,157.38,805.62,780.75,0,"Europe"
"533",1330672,1,66.5,7.5,45.75,50.75,166,"Europe"
"534",1330684,1,64.5,91,64.5,52.75,19,"Europe"
"535",1330716,1,95.5,56,88.25,68.25,0,"Europe"
"536",1330722,1,97630,141.74,4652.57,4569.96,0,"Europe"
"537",1330730,1,6935,2.67,1595.47,1615,0,"Europe"
"538",1330731,1,1265.5,101.81,332.33,334.92,0,"Europe"
"539",1330783,1,758,115.75,538.62,488.12,0,"Asia"
"540",1330788,0,715.75,314.9,87.18,79.92,0,"Europe"
"541",1330823,1,58,58,58,50.5,0,"Europe"
"542",1330825,1,184.5,26.25,38.95,34.6,0,"Europe"
"543",1330832,1,158.3,4.67,76.27,76.48,0,"Europe"
"544",1330836,1,2006,265,1136.62,1063.12,0,"Asia"
"545",1330838,1,1047,86.67,293.67,264.79,0,"Europe"
"546",1330841,1,157,3,157,123,0,"Europe"
"547",1330875,1,21,10,21,21,0,"Europe"
"548",1330884,1,1137,111.91,148.18,147.52,0,"Asia"
"549",1330897,1,11702.5,323,2687,2557.96,0,"Europe"
"550",1330903,1,389,61.5,205.5,210.38,0,"Asia"
"551",1330939,1,28.5,21,28.5,14.25,239,"Europe"
"552",1330943,1,50,7,50,70,0,"Europe"
"553",1330955,1,689.5,18.5,655.25,595,16,"Europe"
"554",1330960,1,318.95,15,318.95,324.2,0,"Europe"
"555",1330999,1,66.25,91,66.25,50.25,0,"Asia"
"556",1331014,1,17310.5,79.19,4029.6,3838.62,15,"Europe"
"557",1331017,1,780.75,247,780.75,674,0,"Europe"
"558",1331020,1,688,5,199.55,186.86,0,"Europe"
"559",1331040,0,1061.25,1399,1061.25,1191.25,0,"Europe"
"560",1331048,1,7,7,7,7.5,0,"Asia"
"561",1331073,1,20,5,20,10,0,"Asia"
"562",1331082,0,2479.36,299.37,727.55,646.52,100,"Europe"
"563",1331090,1,22627.75,179.1,1004.29,1001.76,0,"Asia"
"564",1331110,1,31.25,17,31.25,15,111,"Europe"
"565",1331131,0,15012,665.26,2668.78,2345.23,0,"Europe"
"566",1331161,1,153,98,153,128,0,"Europe"
"567",1331163,0,129,66,129,99,0,"Europe"
"568",1331186,1,7992,12.52,1192.24,1168.19,0,"Europe"
"569",1331207,0,20.5,13,20.5,2.25,0,"Europe"
"570",1331239,1,659,39,252,269.6,0,"Europe"
"571",1331244,1,7.95,30.91,2.73,3.13,0,"Europe"
"572",1331247,1,523.74,44.38,70.39,66.23,1,"Europe"
"573",1331253,1,1402.97,8.05,170.18,143.53,0,"Europe"
"574",1331290,1,660,52.5,381,341.25,0,"Europe"
"575",1331303,0,228213.9,14.5,7314.99,7048.74,0,"Europe"
"576",1331309,1,58.5,52,58.5,48.5,0,"Europe"
"577",1331314,1,863.1,12,863.1,788.55,0,"Europe"
"578",1331322,1,2241.45,697,2241.45,2121.45,0,"Europe"
"579",1331352,1,36.5,30.4,17.41,13.82,0,"Europe"
"580",1331353,1,44,4,44,51,0,"Europe"
"581",1331371,0,25,22,25,18,0,"Asia"
"582",1331396,1,817,19.67,313,217.67,0,"Europe"
"583",1331404,1,57,11.88,14,12.69,0,"Europe"
"584",1331422,1,5905.57,708.27,1938.45,1895.77,0,"Europe"
"585",1331444,1,520,288,520,460,0,"Others"
"586",1331453,1,250,33,250,170,0,"Asia"
"587",1331470,0,50257.1,37.94,11189.08,10816.7,175,"Europe"
"588",1331489,1,33,34,33,31,0,"Asia"
"589",1331504,1,106,13.2,54.75,50.59,0,"Europe"
"590",1331533,1,4,1,4,0,0,"Europe"
"591",1331542,1,0,3,0,0,0,"Europe"
"592",1331555,1,171,64,171,151,0,"Europe"
"593",1331573,1,1012,114,376.17,354.67,0,"Europe"
"594",1331576,1,389.5,12.43,170.93,165.24,211,"Europe"
"595",1331599,1,459.5,86.25,230.5,224.25,0,"Europe"
"596",1331612,1,13.75,22.5,8.25,3,0,"Europe"
"597",1331653,1,22,2,22,13,0,"Europe"
"598",1331660,1,225,40,225,200,0,"Europe"
"599",1331663,1,159,65.5,114.19,84.84,228,"Europe"
"600",1331702,1,2890,72.5,795.25,712.75,0,"Europe"
"601",1331705,1,372,75.25,226,193.38,57,"Europe"
"602",1331719,1,530.75,5.2,51.82,52.73,0,"Europe"
"603",1331733,0,1130.5,170.5,195.21,194.28,0,"Europe"
"604",1331770,1,488,2,350.33,327,0,"Europe"
"605",1331775,1,2,2.75,1.5,2.5,30,"Europe"
"606",1331779,0,174.29,4.71,56.69,50.52,0,"Europe"
"607",1331793,1,4098,58.7,961.86,896.31,0,"Europe"
"608",1331797,1,308,67.14,74.43,66.64,0,"Asia"
"609",1331801,1,72,61,72,61,0,"Europe"
"610",1331814,1,5403.5,223.57,1874.43,1863.48,0,"Europe"
"611",1331819,1,980.32,392.06,367.73,338,9,"Europe"
"612",1331827,1,15,2,15,20,0,"Europe"
"613",1331829,1,442,62,442,516,0,"Europe"
"614",1331834,1,697,158.56,231.53,223.74,0,"Europe"
"615",1331851,1,52.25,4,52.25,57,0,"Europe"
"616",1331854,1,2062.6,189,1268.3,1173.85,0,"Europe"
"617",1331901,1,1285.5,40.58,341.57,325.9,2,"Europe"
"618",1331913,1,0,4,0,0,0,"Europe"
"619",1331917,0,517.89,4.6,162.28,154.48,0,"Europe"
"620",1331920,1,3265,72,3265,2265,0,"Europe"
"621",1331935,1,6080,10.05,1615.17,1588.1,118,"Europe"
"622",1331942,1,130,23.5,89.5,75,0,"Europe"
"623",1331972,1,27559,112.56,1976.17,1893.17,6,"Europe"
"624",1332005,1,209,26.67,165.33,118.67,0,"Europe"
"625",1332029,1,1,1,1,0,0,"Asia"
"626",1332033,1,1078.75,2.13,78.13,72.28,0,"Europe"
"627",1332059,1,875,53,875,875,0,"Europe"
"628",1332087,1,1001.75,324.92,243.63,228.93,125,"Europe"
"629",1332096,1,32,6.62,17.38,17.16,0,"Europe"
"630",1332106,1,2,1.5,1.5,0,0,"Asia"
"631",1332110,1,71,44,71,67,0,"Europe"
"632",1332114,1,78,24,78,109,0,"Asia"
"633",1332115,1,23,7,23,9,0,"Europe"
"634",1332122,1,437,57.33,297,273.17,0,"Europe"
"635",1332132,1,35,2,35,25,0,"Europe"
"636",1332157,1,1088,19.62,457.12,459.12,157,"Europe"
"637",1332186,1,1449.5,148.75,481.09,441.6,0,"Europe"
"638",1332195,0,9.7,68,9.7,8.7,0,"Asia"
"639",1332234,1,16,16,16,10,0,"Europe"
"640",1332238,1,69933.5,940.02,8734.9,8457.08,1,"Europe"
"641",1332253,1,1318.8,369.96,353.22,325.69,101,"Europe"
"642",1332328,1,322,62.83,108.04,102.21,0,"Europe"
"643",1332331,1,2899,29.6,622.02,584.41,45,"Europe"
"644",1332387,1,200,38,200,126,0,"Europe"
"645",1332421,1,347,80,347,307.5,0,"Asia"
"646",1332424,1,375.85,749,375.85,419.91,0,"Europe"
"647",1332429,0,600.75,141.25,314.74,279.25,70,"Europe"
"648",1332435,1,283.5,75,229.75,190.75,0,"Europe"
"649",1332448,1,78,48.6,48.5,49.6,0,"Asia"
"650",1332459,1,21,19,21,12,0,"Europe"
"651",1332495,1,9.25,8,9.25,7.01,0,"Europe"
"652",1332509,1,6153,61.81,855,836.52,0,"Europe"
"653",1332516,1,3661,3.4,939,846.2,0,"Europe"
"654",1332533,1,11713.21,155.5,1118.76,1104.93,14,"Europe"
"655",1332567,0,126,18,126,76.5,0,"Europe"
"656",1332572,1,2581.5,12,2581.5,2331.5,0,"Europe"
"657",1332575,1,375,8,375,600,0,"Asia"
"658",1332579,1,212,65,104.56,91.5,0,"Europe"
"659",1332583,1,446,64.09,146.59,129.82,0,"Europe"
"660",1332586,1,608.5,284.27,231.34,205.47,0,"Asia"
"661",1332593,1,710.89,114.2,204.63,178.58,0,"Europe"
"662",1332610,1,2.5,3.56,1.03,0.56,0,"Europe"
"663",1332620,1,35.5,24,28,20.5,0,"Europe"
"664",1332638,1,123,108,88,70,0,"Europe"
"665",1332642,1,3140.5,5.16,554.49,508.7,0,"Europe"
"666",1332657,1,1830,5,917,844.5,0,"Europe"
"667",1332661,1,417,4,126,105.89,0,"Europe"
"668",1332690,1,461.75,16.5,189.73,215.22,136,"Europe"
"669",1332719,1,57,8,57,42,0,"Europe"
"670",1332720,1,8796.5,291.2,2982.85,2789.8,0,"Europe"
"671",1332730,1,455,133,249.5,229.5,0,"Europe"
"672",1332738,1,79,18.4,25,20.6,0,"Europe"
"673",1332743,0,66,41,40,25.62,0,"Europe"
"674",1332768,1,82,2,82,55,0,"Europe"
"675",1332770,1,305.3,4,214.11,154.25,0,"Europe"
"676",1332777,1,2.25,4.5,1.12,1.25,0,"Europe"
"677",1332813,1,350.75,99,189.15,154.55,0,"Asia"
"678",1332819,1,19,6,19,21,0,"Europe"
"679",1332895,1,239,60.11,84.53,80.66,0,"Europe"
"680",1332897,1,125,3,125,100.5,0,"Europe"
"681",1332913,1,192,68,192,162,0,"Europe"
"682",1332919,1,4489,165.09,975.32,965.7,146,"Europe"
"683",1332942,1,55,23.38,16.09,14.53,0,"Asia"
"684",1332978,0,207,86.5,103.5,84,0,"Europe"
"685",1332985,1,200.75,156,200.75,180.75,0,"Europe"
"686",1333037,1,941,140.17,551.83,526,0,"Asia"
"687",1333044,1,2483.75,267.7,493.68,490.59,0,"Europe"
"688",1333085,1,1573,83.9,439.38,425.03,193,"Europe"
"689",1333092,1,1208.7,91.67,480,431.3,0,"Asia"
"690",1333106,1,3075.08,542.2,1219.57,1158,0,"Europe"
"691",1333113,1,55,28,28,24.5,0,"Asia"
"692",1333121,1,86,1.5,43,38.01,0,"Europe"
"693",1333127,1,41,102.5,34,18,0,"Europe"
"694",1333130,1,279.5,137,200.5,173.25,0,"Europe"
"695",1333149,1,0,4.5,0,0,0,"Europe"
"696",1333151,0,265,12.5,86,71.62,0,"Europe"
"697",1333173,1,3335,18,1072.5,1061.88,0,"Europe"
"698",1333218,0,51,78.08,23.83,20.83,0,"Europe"
"699",1333224,1,2337.5,290.14,1083.94,1022.4,17,"Europe"
"700",1333228,1,8916,168.5,3096.5,3022.25,56,"Europe"
"701",1333231,1,41,55,41,51,0,"Europe"
"702",1333237,1,151,80.8,90.25,81.64,0,"Asia"
"703",1333250,1,30348,10.67,3513.53,3454.44,0,"Europe"
"704",1333255,1,49,32,40.75,45.08,0,"Americas"
"705",1333263,1,303,181,303,273,0,"Europe"
"706",1333269,1,2,2,2,3,0,"Asia"
"707",1333279,1,100.5,136.5,55,42,0,"Europe"
"708",1333280,1,231,19.6,125,113.2,0,"Europe"
"709",1333295,1,332.5,55,332.5,282.5,0,"Europe"
"710",1333296,1,111,17,111,17,0,"Europe"
"711",1333298,1,1547.5,149.53,315.2,310.61,0,"Europe"
"712",1333328,1,505.2,16,322.6,272.6,0,"Europe"
"713",1333341,1,1,1,1,0,0,"Europe"
"714",1333342,1,5,1,5,0,0,"Europe"
"715",1333357,1,15170,78.5,8823.5,8450.5,0,"Europe"
"716",1333386,1,38,27.5,33,31.75,0,"Asia"
"717",1333388,1,135.25,55.82,73.37,62.63,3,"Europe"
"718",1333389,1,30,5,30,45,0,"Europe"
"719",1333397,1,2199,173.17,1102.58,1058.67,0,"Europe"
"720",1333399,1,12,48,12,8,0,"Europe"
"721",1333403,1,55,24.23,14.38,12.08,0,"Europe"
"722",1333405,1,2540.5,62.33,1081.58,990.92,168,"Europe"
"723",1333408,1,107.08,62,19.8,17.44,0,"Europe"
"724",1333412,1,174,20,174,120,0,"Europe"
"725",1333419,1,2113.41,85.77,313.89,298.2,17,"Europe"
"726",1333465,1,210,73,176.88,152.88,0,"Europe"
"727",1333468,1,135.5,127,135.5,85.5,0,"Europe"
"728",1333483,1,697.5,49.5,256.88,252.88,100,"Europe"
"729",1333511,1,34000,420.13,3382.83,3269.53,0,"Europe"
"730",1333519,1,23503.44,199.8,11623.04,9192.92,224,"Europe"
"731",1333524,0,44,27,44,19,0,"Europe"
"732",1333529,1,11.65,14.33,5.97,5.27,0,"Europe"
"733",1333544,1,302,23,302,375,0,"Europe"
"734",1333548,1,8,8,8,5,0,"Asia"
"735",1333569,1,3402.3,71.78,1379.15,1209.1,121,"Europe"
"736",1333573,0,52,9.8,13.8,13.3,0,"Asia"
"737",1333581,1,278.5,3.3,108.92,101.65,0,"Europe"
"738",1333592,1,1712.5,69.53,556.06,527.03,24,"Europe"
"739",1333599,1,10735,232.6,2374.55,2140.97,0,"Europe"
"740",1333612,1,10188,17,10188,9290,0,"Europe"
"741",1333662,1,11291,4.83,4900.75,4635.08,0,"Europe"
"742",1333663,1,577.5,117.5,488,473,0,"Europe"
"743",1333665,1,196.5,90.33,100.08,125.42,0,"Europe"
"744",1333673,1,13,1.33,8.83,6.83,0,"Europe"
"745",1333685,1,3,3,3,0,0,"Europe"
"746",1333688,1,549,21.5,529.5,614.5,0,"Europe"
"747",1333708,1,695,32.5,437.5,377.5,0,"Europe"
"748",1333735,1,94.5,13.5,54.75,46.25,0,"Asia"
"749",1333743,1,158,28,158,104,0,"Europe"
"750",1333785,1,1789.5,3.56,772.44,768.98,0,"Europe"
"751",1333807,1,1,1,1,0,0,"Europe"
"752",1333809,1,3820.5,87.71,409.46,372.96,0,"Europe"
"753",1333810,1,11416.37,917.5,3998.87,3989.38,1,"Europe"
"754",1333823,1,428,53,428,288,0,"Europe"
"755",1333836,0,59,8,47,25,0,"Europe"
"756",1333842,0,1110.5,414,1110.5,980.5,0,"Europe"
"757",1333877,1,1142.5,69.75,333.88,279.66,0,"Europe"
"758",1333900,1,45,11,45,32,0,"Europe"
"759",1333904,0,220.25,62,220.25,197.5,238,"Europe"
"760",1333935,0,987,77.5,173.69,164.31,179,"Europe"
"761",1333937,1,48,24,24,21.25,0,"Europe"
"762",1333978,1,4023.5,207.88,1086.12,1062.01,14,"Europe"
"763",1333988,1,19,16.5,10.75,6.56,0,"Europe"
"764",1333992,1,200.5,119.33,118.83,120,0,"Europe"
"765",1334024,1,6,5.5,3,3,0,"Europe"
"766",1334031,1,2539.26,494.56,574.66,486.71,24,"Europe"
"767",1334033,1,503,167.67,297,292,0,"Europe"
"768",1334040,1,8768.25,198.74,813.49,810.99,0,"Europe"
"769",1334043,1,283,4.1,113.72,124.83,0,"Europe"
"770",1334044,1,63,27.88,41.38,32.44,0,"Europe"
"771",1334047,1,31,18,18,17.5,0,"Europe"
"772",1334066,1,91,32.8,56.3,49.7,0,"Europe"
"773",1334075,1,347.97,50.17,228.65,205.45,13,"Europe"
"774",1334098,0,797.94,605.24,269.08,253.5,0,"Europe"
"775",1334102,1,9,9,9,8,0,"Asia"
"776",1334105,1,11.5,24.5,7.62,3.62,0,"Asia"
"777",1334154,1,757,4,757,637,0,"Europe"
"778",1334161,1,253,53.5,64.12,60.75,0,"Europe"
"779",1334171,1,1116.5,156,1116.5,874.5,229,"Europe"
"780",1334181,1,5,5,5,3.5,0,"Europe"
"781",1334242,1,34,15.33,22,15.33,6,"Europe"
"782",1334244,1,465.5,46.43,117.11,96.26,0,"Europe"
"783",1334260,1,157.25,50.75,109.65,88.42,0,"Europe"
"784",1334272,1,80,95.11,39.51,34.13,0,"Europe"
"785",1334273,1,1120,2.89,214.72,219.5,0,"Europe"
"786",1334274,1,119,23.6,36.8,29.8,0,"Europe"
"787",1334276,1,7390,468.44,1264.06,1242.86,0,"Europe"
"788",1334280,1,99.5,110.4,19.9,13.9,0,"Europe"
"789",1334284,1,112,41,112,82,0,"Europe"
"790",1334344,1,152.25,42.25,67.47,63.03,0,"Europe"
"791",1334347,1,92,1,92,32,0,"Europe"
"792",1334349,1,27.5,5.33,10.33,10.33,0,"Europe"
"793",1334359,1,2315.25,112.25,1032.19,973.56,54,"Europe"
"794",1334371,0,35.67,107,10.22,7.77,0,"Europe"
"795",1334381,1,65,28.4,32.8,28.5,0,"Europe"
"796",1334392,1,107,33.75,34.75,30.62,0,"Asia"
"797",1334400,1,21,4,21,0,0,"Europe"
"798",1334406,1,1786,235.52,324.48,310.28,0,"Europe"
"799",1334412,1,2,1,2,0,0,"Europe"
"800",1334414,0,1436.5,9.12,447.02,432.18,0,"Europe"
"801",1334418,1,877,97.39,202.53,194.52,0,"Asia"
"802",1334424,1,2.75,11,2.75,0.75,0,"Europe"
"803",1334455,1,783,78.22,118.34,104.2,0,"Europe"
"804",1334484,1,290,25,290,250,0,"Europe"
"805",1334500,1,2628,49.12,407.5,395.6,0,"Asia"
"806",1334504,1,452.24,172.38,169.1,154.55,0,"Europe"
"807",1334506,1,6,2,6,0,0,"Europe"
"808",1334518,1,115,14,38.73,29.73,0,"Europe"
"809",1334549,1,70,36,70,55,0,"Europe"
"810",1334560,1,7366.5,19.42,425.73,400.42,1,"Europe"
"811",1334562,1,7,2,7,2,0,"Europe"
"812",1334563,1,5313,30.63,383.78,375.81,2,"Europe"
"813",1334593,1,7,4,3.33,1.5,0,"Europe"
"814",1334595,1,444,75.29,87,84.86,0,"Europe"
"815",1334600,1,3,1,3,0,0,"Europe"
"816",1334604,1,444,10.75,230.12,229.62,229,"Europe"
"817",1334608,0,1512.15,475.5,681.18,596.49,234,"Europe"
"818",1334660,1,293,78.86,118.71,113.2,0,"Asia"
"819",1334675,1,43,10.44,10.88,12.02,0,"Europe"
"820",1334685,1,179,38.3,54.74,57.59,0,"Europe"
"821",1334689,1,226,71.33,130.83,104.17,0,"Europe"
"822",1334690,1,32072,4.15,2902.11,2924.39,0,"Europe"
"823",1334714,1,3,12,3,1,0,"Europe"
"824",1334716,1,610,52.94,120.59,119.38,0,"Europe"
"825",1334737,1,227,97,164.5,125.5,0,"Asia"
"826",1334749,1,2649,34.03,249.34,239.53,0,"Europe"
"827",1334751,0,6,14,6,1,0,"Europe"
"828",1334752,0,1637,150.17,721.58,692.67,0,"Europe"
"829",1334775,1,1118.5,230.5,470.94,454.31,0,"Europe"
"830",1334813,1,1750,1.67,783.33,466.67,0,"Europe"
"831",1334859,1,8.6,9.5,6.8,1.9,0,"Europe"
"832",1334876,1,88,2,88,69.5,0,"Europe"
"833",1334884,1,11.5,16,11.5,1.5,0,"Europe"
"834",1334891,1,1803,453.38,769.44,758.88,110,"Europe"
"835",1334897,0,397,91.67,174.33,169,0,"Europe"
"836",1334922,1,1.75,5,1.75,0.5,0,"Europe"
"837",1334925,1,7818,378.2,1272.7,1161.59,212,"Europe"
"838",1334948,1,3901,13.65,468.24,458.21,1,"Europe"
"839",1334977,1,33.5,16,25.83,13.17,0,"Europe"
"840",1335024,1,865,280.92,282.79,273.67,0,"Europe"
"841",1335052,1,4,2,4,0,0,"Europe"
"842",1335076,1,87.84,157,70.69,48.4,0,"Europe"
"843",1335096,1,33158,364.04,3171.48,3137.6,0,"Europe"
"844",1335097,1,9,9,9,6.5,0,"Europe"
"845",1335099,1,232,108.67,134,124,0,"Asia"
"846",1335121,1,262,18,262,202,41,"Europe"
"847",1335186,1,2,1,2,0,0,"Europe"
"848",1335195,1,1783.14,532.53,252.2,245.46,0,"Asia"
"849",1335219,1,457,3,57.2,50.9,0,"Europe"
"850",1335227,1,8776,86.49,1116.68,1083.54,36,"Europe"
"851",1335272,1,15.75,14,15.75,6,96,"Europe"
"852",1335280,1,115.65,70,115.65,70.65,0,"Europe"
"853",1335295,1,475,27.37,74.04,48.79,0,"Europe"
"854",1335318,1,1971.5,81.75,959.87,998.5,3,"Europe"
"855",1335333,1,386,31.86,107,85.43,0,"Europe"
"856",1335339,1,10,4,10,1,0,"Europe"
"857",1335350,1,20,1.67,8.33,8.06,0,"Europe"
"858",1335363,1,18,7,13.5,7.5,0,"Asia"
"859",1335402,1,211,110.22,89.5,80.11,0,"Asia"
"860",1335417,1,379,6.67,241.33,232.83,0,"Europe"
"861",1335441,1,39,4,22.75,14.5,0,"Europe"
"862",1335455,1,1410.75,4.5,709.59,689.23,0,"Europe"
"863",1335457,1,3291,4.67,217.53,210.86,0,"Europe"
"864",1335495,1,22862.5,240.45,3464.51,3530.29,49,"Europe"
"865",1335498,1,924.5,45,416.12,292.38,0,"Europe"
"866",1335503,0,30.63,103.5,26.46,19.96,0,"Asia"
"867",1335506,1,772.45,3.5,467.23,427.23,0,"Europe"
"868",1335509,1,14.25,51,14.25,4.25,0,"Europe"
"869",1335514,1,247.5,88.33,164.33,141,0,"Europe"
"870",1335548,1,91,4.67,47,35,0,"Europe"
"871",1335561,1,391.89,31.64,244.64,197.75,21,"Europe"
"872",1335572,1,161,24,161,151,35,"Europe"
"873",1335584,1,4723,290.26,989.54,965.89,175,"Europe"
"874",1335587,1,724,8,622,658.12,0,"Europe"
"875",1335616,1,224.5,32.5,124.25,94.25,0,"Europe"
"876",1335622,1,1015.25,86,747.25,744.75,113,"Europe"
"877",1335631,1,114.5,39,49.95,45.2,0,"Europe"
"878",1335684,1,885,23.88,214.94,214.47,0,"Asia"
"879",1335695,1,27,17.25,20.5,28.62,0,"Europe"
"880",1335697,1,27,14,27,0,0,"Europe"
"881",1335708,1,196,50,196,177,0,"Europe"
"882",1335714,1,10,1,10,0,0,"Europe"
"883",1335724,1,7457.25,159.67,2358.62,2448.62,0,"Europe"
"884",1335729,1,34,3,34,30,0,"Europe"
"885",1335735,1,12423,322.46,2988.85,2969.15,0,"Europe"
"886",1335739,1,1092,99,244.22,220.03,0,"Europe"
"887",1335743,0,221,75,221,36,0,"Europe"
"888",1335748,1,88,9,26.67,29.11,0,"Europe"
"889",1335749,1,5270.5,79.29,791.88,747.44,0,"Europe"
"890",1335786,1,1,1,1,0,0,"Europe"
"891",1335797,1,2693,591,2693,2622,0,"Europe"
"892",1335801,1,578,167,407,336,0,"Europe"
"893",1335816,1,9,6,9,0,0,"Europe"
"894",1335823,1,410,31.12,100.62,100.75,0,"Europe"
"895",1335847,1,1835.25,279,1243,1239,0,"Europe"
"896",1335852,1,54.83,21,14.57,7.51,0,"Europe"
"897",1335853,0,28,3,25,13.5,0,"Europe"
"898",1335858,1,2,2,2,0,0,"Europe"
"899",1335859,1,1095,116.93,253.28,239.62,0,"Europe"
"900",1335866,0,52,14,52,42.5,143,"Europe"
"901",1335869,1,42,35,42,14,0,"Asia"
"902",1335885,1,1971.75,655.5,1483.25,1428.62,0,"Europe"
"903",1335887,0,177,43,177,133.5,0,"Asia"
"904",1335943,1,82,51,50.83,49.17,0,"Europe"
"905",1335949,1,42,8,16.08,5.43,0,"Europe"
"906",1335952,1,130,121,130,138,0,"Europe"
"907",1335956,1,133,34.6,56.2,48.2,0,"Europe"
"908",1335975,1,12,4.5,8.5,16,0,"Europe"
"909",1335978,1,196.5,4.25,81.12,58.81,0,"Europe"
"910",1336001,1,1467,127.86,468.49,405.24,0,"Asia"
"911",1336003,1,56.14,46,37.7,18.7,0,"Europe"
"912",1336030,1,228,39.38,60.62,52.44,0,"Europe"
"913",1336035,1,85,2,83.5,63.5,0,"Europe"
"914",1336042,1,6,1.5,5.5,0,0,"Europe"
"915",1336045,1,12,7,12,14,0,"Europe"
"916",1336072,1,194,11.9,144.6,113,39,"Europe"
"917",1336076,1,1,1,1,0,0,"Europe"
"918",1336079,1,3720.6,289.26,924.26,812.64,0,"Europe"
"919",1336084,1,4756,19.83,2105.67,2071.72,0,"Europe"
"920",1336105,1,76,77,76,74.5,0,"Asia"
"921",1336107,1,5061,156.67,2823.83,2782.33,0,"Asia"
"922",1336120,1,60,25.5,37.5,25.5,0,"Europe"
"923",1336137,1,48.5,26,35.17,29.5,0,"Europe"
"924",1336140,1,282.51,218.5,139.14,122.77,12,"Europe"
"925",1336143,1,20660.75,1069,12758.02,12225.03,0,"Europe"
"926",1336146,1,1208,129.67,387.86,381.25,0,"Europe"
